WORK_ID,MP_NAME,WORK,CATEGORY,STATE,CONSTITUENCY,IDA,CITY,WARD,BLOCK,VILLAGE,RECOMMENDED_DATE,ALLOCATION_AMOUNT,IDA_APPROVAL,STATUS,HOUSE,is_fraud,fraud_type
2be66ef8,MP 0180,NA - repair and renovation of anganwadi center,Normal/Others,Haryana,Haryana Constituency 180,IDA 0367,,Ward 17,Block 9,Village 27,2023-09-14,584136,Action Pending,Unsanctioned,Lok Sabha,0,
e1da69ed,MP 0278,NA - construction of boundary wall for school,Normal/Others,Maharashtra,Maharashtra Constituency 278,IDA 0078,,Ward 23,Block 3,Village 79,2023-10-26,669474,Approved by IDA,Unsanctioned,Lok Sabha,0,
c4e58d0d,MP 0205,NA - construction of drainage system,Normal/Others,Odisha,Odisha Constituency 205,IDA 0230,,,Block 2,,2023-07-30,480582,Action Pending,Unsanctioned,Lok Sabha,0,
192f8d50,MP 0135,NA - construction of drainage system,Normal/Others,Jharkhand,Jharkhand Constituency 135,IDA 0028,,Ward 25,Block 14,,2023-05-07,1157924,Action Pending,Sanctioned,Rajya Sabha,0,
1abbc97d,MP 0153,NA - construction of cremation ground shed,Normal/Others,Uttar Pradesh,Uttar Pradesh Constituency 153,IDA 0218,,,Block 13,Village 3,2023-06-15,2888177,Action Pending,Unsanctioned,Lok Sabha,1,overpricing
a0fc14f6,MP 0235,NA - installation of CCTV surveillance system,Normal/Others,Rajasthan,Rajasthan Constituency 235,IDA 0298,,,,,2024-03-21,456614,Approved by IDA,Unsanctioned,Lok Sabha,1,vendor_capture
5ada5415,MP 0223,NA - repair of drinking water supply pipeline,Normal/Others,Jharkhand,Jharkhand Constituency 223,IDA 0244,,,Block 14,Village 78,2023-04-05,668914,Approved by IDA,Unsanctioned,Lok Sabha,0,
1e24fa83,MP 0127,NA - installation of hand pumps and borewells,Normal/Others,Haryana,Haryana Constituency 127,IDA 0392,,,,Village 86,2023-05-26,67550,Action Pending,Ongoing,Rajya Sabha,0,
7ae668df,MP 0164,NA - installation of solar street lights,Normal/Others,Delhi,Delhi Constituency 164,IDA 0094,,,Block 8,Village 23,2023-04-09,412556,Action Pending,Unsanctioned,Rajya Sabha,0,
cafb2aba,MP 0277,NA - construction of cremation ground shed,Normal/Others,Haryana,Haryana Constituency 277,IDA 0001,,Ward 19,Block 2,Village 1,2023-06-07,555555,Approved by IDA,Unsanctioned,Lok Sabha,0,
135edf31,MP 0240,NA - repair and renovation of anganwadi center,Normal/Others,Jharkhand,Jharkhand Constituency 240,IDA 0260,,,Block 6,,2023-12-24,274692,Approved by IDA,Ongoing,Lok Sabha,0,
455cefff,MP 0095,NA - construction of community hall,Normal/Others,Kerala,Kerala Constituency 95,IDA 0128,,,,,2023-05-31,2818061,Approved by IDA,Unsanctioned,Rajya Sabha,0,
68688ed3,MP 0197,NA - installation of CCTV surveillance system,Normal/Others,Delhi,Delhi Constituency 197,IDA 0142,,,Block 10,Village 92,2023-07-24,512593,Action Pending,Unsanctioned,Lok Sabha,0,
c11526a6,MP 0160,NA - installation of CCTV surveillance system,Normal/Others,Andhra Pradesh,Andhra Pradesh Constituency 160,IDA 0138,,,Block 7,Village 80,2023-04-11,371107,Approved by IDA,Completed,Lok Sabha,0,
41869956,MP 0002,NA - repair and renovation of anganwadi center,Normal/Others,Gujarat,Gujarat Constituency 2,IDA 0246,,,Block 1,,2024-03-27,206208,Action Pending,Unsanctioned,Lok Sabha,0,
8e5c48dd,MP 0267,NA - construction of drainage system,Normal/Others,Andhra Pradesh,Andhra Pradesh Constituency 267,IDA 0206,,,,,2023-09-22,501828,Approved by IDA,Sanctioned,Rajya Sabha,0,
42c53192,MP 0125,NA - installation of solar street lights,Normal/Others,Chhattisgarh,Chhattisgarh Constituency 125,IDA 0085,,,,,2024-01-01,341307,Approved by IDA,Ongoing,Lok Sabha,0,
cd9969c9,MP 0288,NA - construction of cremation ground shed,Normal/Others,Chhattisgarh,Chhattisgarh Constituency 288,IDA 0358,,Ward 1,Block 11,,2023-05-04,477980,Approved by IDA,Ongoing,Lok Sabha,0,
ccbb1efd,MP 0232,NA - installation of CCTV surveillance system,Normal/Others,Odisha,Odisha Constituency 232,IDA 0320,,,,Village 45,2023-07-13,173420,Action Pending,Ongoing,Lok Sabha,0,
8ad9f646,MP 0009,NA - installation of solar street lights,Normal/Others,Delhi,Delhi Constituency 9,IDA 0205,,,,,2023-04-11,250322,Approved by IDA,Sanctioned,Lok Sabha,1,ghost_project
3de76b69,MP 0175,NA - construction of drainage system,Normal/Others,Gujarat,Gujarat Constituency 175,IDA 0275,,Ward 5,,Village 100,2023-10-29,1356613,Approved by IDA,Unsanctioned,Rajya Sabha,0,
f74bfe34,MP 0189,NA - installation of hand pumps and borewells,Normal/Others,Karnataka,Karnataka Constituency 189,IDA 0240,,,,,2023-10-20,123770,Approved by IDA,Unsanctioned,Rajya Sabha,0,
75dca102,MP 0145,NA - construction of drainage system,Normal/Others,Chhattisgarh,Chhattisgarh Constituency 145,IDA 0025,,,Block 6,,2023-11-20,753872,Action Pending,Unsanctioned,Lok Sabha,0,
a77dd0a7,MP 0084,NA – renovation of government school building (Phase 4),Normal/Others,Karnataka,Karnataka Constituency 84,IDA 0066,,,Block 5,,2023-05-19,1210301,Approved by IDA,Unsanctioned,Lok Sabha,1,duplicate
1dd2220a,MP 0270,NA - installation of solar street lights,Normal/Others,Punjab,Punjab Constituency 270,IDA 0056,,Ward 8,Block 13,,2023-05-03,229777,Action Pending,Sanctioned,Lok Sabha,0,
4597fef4,MP 0134,NA - installation of street lights,Normal/Others,Andhra Pradesh,Andhra Pradesh Constituency 134,IDA 0367,,,Block 6,,2023-06-30,221933,Action Pending,Sanctioned,Lok Sabha,0,
a024f0de,MP 0046,NA - construction of cremation ground shed,Normal/Others,West Bengal,West Bengal Constituency 46,IDA 0321,,Ward 9,Block 5,,2023-08-20,348960,Action Pending,Unsanctioned,Lok Sabha,0,
386b2650,MP 0207,NA - construction of community hall,Normal/Others,Chhattisgarh,Chhattisgarh Constituency 207,IDA 0006,,Ward 6,Block 6,Village 54,2023-05-15,3316677,Action Pending,Unsanctioned,Rajya Sabha,0,
2afe47f3,MP 0040,NA - renovation of government school building,Normal/Others,Telangana,Telangana Constituency 40,IDA 0116,,Ward 25,Block 2,,2023-08-28,817689,Rejected by IDA,Unsanctioned,Lok Sabha,0,
c3d53cf7,MP 0243,NA - installation of street lights,Normal/Others,Assam,Assam Constituency 243,IDA 0196,,,,Village 44,2023-08-02,293653,Rejected by IDA,Unsanctioned,Lok Sabha,0,
a7919020,MP 0130,NA - repair of drinking water supply pipeline,Normal/Others,Haryana,Haryana Constituency 130,IDA 0044,,,Block 12,,2023-05-30,1059650,Approved by IDA,Sanctioned,Lok Sabha,1,ghost_project
332febbd,MP 0061,NA - construction of drainage system,Normal/Others,West Bengal,West Bengal Constituency 61,IDA 0008,,,Block 1,,2023-05-28,1552973,Action Pending,Unsanctioned,Lok Sabha,0,
6ad65112,MP 0184,NA - repair of drinking water supply pipeline,Normal/Others,Telangana,Telangana Constituency 184,IDA 0398,,Ward 28,,,2023-11-02,1019869,Action Pending,Ongoing,Lok Sabha,0,
b96566e3,MP 0167,NA - installation of CCTV surveillance system,Normal/Others,Punjab,Punjab Constituency 167,IDA 0041,,Ward 22,,Village 82,2024-01-26,410606,Approved by IDA,Unsanctioned,Lok Sabha,1,vendor_capture
96fe2b2e,MP 0218,NA - construction of cremation ground shed,Normal/Others,Punjab,Punjab Constituency 218,IDA 0137,,Ward 17,Block 5,,2024-03-23,529872,Action Pending,Completed,Rajya Sabha,0,
ee02d134,MP 0039,NA - renovation of government school building,Normal/Others,Telangana,Telangana Constituency 39,IDA 0368,,Ward 25,Block 9,,2023-05-15,1153896,Action Pending,Unsanctioned,Lok Sabha,0,
0b828322,MP 0171,NA - installation of street lights,Normal/Others,Madhya Pradesh,Madhya Pradesh Constituency 171,IDA 0240,,Ward 9,,,2024-02-04,116769,Approved by IDA,Sanctioned,Rajya Sabha,0,
fcecbc33,MP 0170,NA - repair of internal roads,Normal/Others,Madhya Pradesh,Madhya Pradesh Constituency 170,IDA 0161,,Ward 2,,,2023-11-01,1185084,Approved by IDA,Unsanctioned,Rajya Sabha,1,vendor_capture
bc7dee12,MP 0281,NA - installation of RO water purification unit,Normal/Others,Maharashtra,Maharashtra Constituency 281,IDA 0068,,,Block 11,Village 31,2023-12-31,112806,Action Pending,Ongoing,Lok Sabha,0,
e1ed48c9,MP 0231,NA - installation of RO water purification unit,Normal/Others,Kerala,Kerala Constituency 231,IDA 0051,,,Block 3,,2023-04-05,161983,Action Pending,Ongoing,Lok Sabha,0,
e977506c,MP 0290,NA - installation of RO water purification unit,Normal/Others,Tamil Nadu,Tamil Nadu Constituency 290,IDA 0125,,,,Village 94,2023-06-15,335314,Approved by IDA,Unsanctioned,Lok Sabha,0,
180ad3e1,MP 0143,NA - renovation of government school building,Normal/Others,West Bengal,West Bengal Constituency 143,IDA 0072,,Ward 12,Block 9,,2024-01-09,657079,Action Pending,Unsanctioned,Lok Sabha,0,
5a806363,MP 0195,NA - construction of drainage system,Normal/Others,Haryana,Haryana Constituency 195,IDA 0348,,,Block 8,,2023-05-11,1719005,Approved by IDA,Sanctioned,Lok Sabha,1,ghost_project
b452d565,MP 0244,NA - construction of public toilet complex,Normal/Others,Karnataka,Karnataka Constituency 244,IDA 0154,,Ward 17,Block 1,,2023-06-17,312560,Action Pending,Unsanctioned,Lok Sabha,0,
de477d48,MP 0139,NA - installation of CCTV surveillance system,Normal/Others,Gujarat,Gujarat Constituency 139,IDA 0194,,,Block 8,Village 72,2023-11-24,407237,Action Pending,Completed,Lok Sabha,0,
be549e51,MP 0269,NA - construction of drainage system,Normal/Others,Haryana,Haryana Constituency 269,IDA 0041,,,Block 14,Village 38,2023-04-12,575162,Approved by IDA,Ongoing,Lok Sabha,1,ghost_project
2a018bb6,MP 0191,NA - development of public park,Normal/Others,Bihar,Bihar Constituency 191,IDA 0339,,,Block 3,,2023-11-10,929811,Action Pending,Unsanctioned,Rajya Sabha,0,
4ad2c989,MP 0049,NA - repair and renovation of anganwadi center,Normal/Others,Haryana,Haryana Constituency 49,IDA 0378,,,,,2023-07-11,610230,Approved by IDA,Unsanctioned,Lok Sabha,0,
3ae0651f,MP 0192,NA - repair and renovation of anganwadi center,Normal/Others,Odisha,Odisha Constituency 192,IDA 0330,,,,,2023-12-25,521998,Action Pending,Unsanctioned,Lok Sabha,0,
4db22a70,MP 0115,NA - installation of CCTV surveillance system,Normal/Others,West Bengal,West Bengal Constituency 115,IDA 0006,,,,Village 17,2023-06-17,317311,Action Pending,Sanctioned,Rajya Sabha,0,
de84faf5,MP 0085,NA - construction of boundary wall for school,Normal/Others,Maharashtra,Maharashtra Constituency 85,IDA 0367,,,,,2023-10-13,843979,Action Pending,Unsanctioned,Lok Sabha,0,
9c324c97,MP 0238,NA - development of public park,Normal/Others,Assam,Assam Constituency 238,IDA 0256,,,,,2024-02-17,928171,Approved by IDA,Unsanctioned,Lok Sabha,0,
38a7127f,MP 0250,NA - construction of drainage system,Normal/Others,Haryana,Haryana Constituency 250,IDA 0089,,,,Village 5,2023-05-09,8467415,Approved by IDA,Sanctioned,Lok Sabha,1,overpricing
1d9138ac,MP 0142,NA - construction of public toilet complex,Normal/Others,Chhattisgarh,Chhattisgarh Constituency 142,IDA 0081,,,,,2023-12-26,2844248,Action Pending,Completed,Lok Sabha,1,overpricing
5c37b0a8,MP 0199,NA - installation of hand pumps and borewells,Normal/Others,Uttar Pradesh,Uttar Pradesh Constituency 199,IDA 0285,,Ward 21,Block 3,Village 88,2023-10-21,71742,Action Pending,Unsanctioned,Lok Sabha,0,
2a6f0877,MP 0238,NA - construction of boundary wall for school,Normal/Others,Assam,Assam Constituency 238,IDA 0154,,,Block 11,,2023-04-20,371620,Action Pending,Sanctioned,Lok Sabha,0,
f6b8aa07,MP 0225,NA - installation of street lights,Normal/Others,Jharkhand,Jharkhand Constituency 225,IDA 0076,,Ward 5,,,2023-07-28,193666,Action Pending,Unsanctioned,Rajya Sabha,0,
a021479f,MP 0275,NA - repair of internal roads,Normal/Others,Maharashtra,Maharashtra Constituency 275,IDA 0304,,,Block 13,,2023-10-14,2153274,Action Pending,Unsanctioned,Lok Sabha,1,vendor_capture
1f6907fe,MP 0241,NA - installation of solar street lights,Normal/Others,Tamil Nadu,Tamil Nadu Constituency 241,IDA 0378,,,Block 13,,2023-10-26,220579,Approved by IDA,Unsanctioned,Rajya Sabha,0,
d91d2aa6,MP 0257,NA - construction of drainage system,Normal/Others,Punjab,Punjab Constituency 257,IDA 0363,,Ward 12,Block 12,,2024-01-30,1361458,Action Pending,Sanctioned,Rajya Sabha,0,
a83b077b,MP 0189,NA - repair of internal roads,Normal/Others,Karnataka,Karnataka Constituency 189,IDA 0011,,,,,2023-05-23,782252,Action Pending,Ongoing,Rajya Sabha,0,
39e3f922,MP 0286,NA - installation of hand pumps and borewells,Normal/Others,Tamil Nadu,Tamil Nadu Constituency 286,IDA 0073,,,Block 9,,2024-02-12,135766,Action Pending,Unsanctioned,Rajya Sabha,0,
5d384aca,MP 0251,NA - development of public park,Normal/Others,Uttar Pradesh,Uttar Pradesh Constituency 251,IDA 0180,,,,,2023-07-05,675596,Action Pending,Unsanctioned,Lok Sabha,0,
fc35e262,MP 0252,NA - installation of RO water purification unit,Normal/Others,Bihar,Bihar Constituency 252,IDA 0192,,Ward 16,,,2023-05-14,280204,Approved by IDA,Unsanctioned,Lok Sabha,0,
550f041f,MP 0048,NA - construction of drainage system,Normal/Others,Bihar,Bihar Constituency 48,IDA 0159,,,,,2023-07-18,1521920,Approved by IDA,Unsanctioned,Lok Sabha,0,
1f9e9c85,MP 0226,NA - installation of RO water purification unit,Normal/Others,Jharkhand,Jharkhand Constituency 226,IDA 0074,,Ward 22,Block 13,,2023-05-14,348241,Approved by IDA,Unsanctioned,Lok Sabha,0,
4c01b7b3,MP 0199,NA - construction of boundary wall for school,Normal/Others,Uttar Pradesh,Uttar Pradesh Constituency 199,IDA 0026,,,,Village 12,2023-05-21,436816,Action Pending,Unsanctioned,Rajya Sabha,0,
060f8b02,MP 0258,NA - repair of internal roads,Normal/Others,Rajasthan,Rajasthan Constituency 258,IDA 0191,,,,Village 1,2023-12-01,1694698,Action Pending,Unsanctioned,Lok Sabha,0,
7c11b13e,MP 0238,NA - installation of street lights,Normal/Others,Assam,Assam Constituency 238,IDA 0141,,,,,2023-09-05,491596,Action Pending,Sanctioned,Lok Sabha,1,structuring
b7b8d6d7,MP 0285,NA - construction of public toilet complex,Normal/Others,Chhattisgarh,Chhattisgarh Constituency 285,IDA 0136,,,Block 4,,2023-05-07,654353,Action Pending,Unsanctioned,Lok Sabha,0,
efaf0258,MP 0182,NA - construction of cremation ground shed,Normal/Others,Andhra Pradesh,Andhra Pradesh Constituency 182,IDA 0112,,,Block 10,Village 37,2023-04-19,234499,Action Pending,Sanctioned,Rajya Sabha,0,
f5c6af84,MP 0220,NA - installation of hand pumps and borewells,Normal/Others,Rajasthan,Rajasthan Constituency 220,IDA 0267,,,Block 3,,2024-02-16,165286,Action Pending,Unsanctioned,Rajya Sabha,1,vendor_capture
d3fd8f21,MP 0088,NA - installation of CCTV surveillance system,Normal/Others,Gujarat,Gujarat Constituency 88,IDA 0328,,,Block 3,,2023-12-26,389342,Approved by IDA,Sanctioned,Lok Sabha,0,
0e94d292,MP 0043,NA - construction of drainage system,Normal/Others,Maharashtra,Maharashtra Constituency 43,IDA 0273,,,,,2023-11-07,1400045,Rejected by IDA,Sanctioned,Lok Sabha,0,
818f2ca6,MP 0253,NA - construction of boundary wall for school,Normal/Others,Karnataka,Karnataka Constituency 253,IDA 0059,,Ward 18,,,2023-10-19,483163,Approved by IDA,Unsanctioned,Lok Sabha,1,structuring
5b023c45,MP 0123,NA - construction of cremation ground shed,Normal/Others,Uttarakhand,Uttarakhand Constituency 123,IDA 0009,,,Block 2,Village 76,2024-01-28,463697,Action Pending,Sanctioned,Lok Sabha,0,
80afdc2e,MP 0149,NA - construction of boundary wall for school,Normal/Others,Telangana,Telangana Constituency 149,IDA 0175,,,Block 15,Village 39,2023-06-21,417103,Action Pending,Unsanctioned,Rajya Sabha,0,
6affdc13,MP 0103,NA - development of public park,Normal/Others,Gujarat,Gujarat Constituency 103,IDA 0300,,,,,2024-02-21,1337073,Rejected by IDA,Unsanctioned,Lok Sabha,0,
603a7330,MP 0143,NA - development of public park,Normal/Others,West Bengal,West Bengal Constituency 143,IDA 0213,,,,,2023-04-12,692344,Approved by IDA,Completed,Lok Sabha,0,
a091a6a4,MP 0174,NA - installation of CCTV surveillance system,Normal/Others,Tamil Nadu,Tamil Nadu Constituency 174,IDA 0379,,,Block 10,,2024-03-15,251077,Action Pending,Ongoing,Lok Sabha,0,
b2efa941,MP 0207,NA - renovation of government school building,Normal/Others,Chhattisgarh,Chhattisgarh Constituency 207,IDA 0154,,,Block 7,Village 33,2023-12-24,1035021,Approved by IDA,Sanctioned,Lok Sabha,0,
752a1231,MP 0201,NA - construction of community hall,Normal/Others,Maharashtra,Maharashtra Constituency 201,IDA 0134,,,Block 5,Village 66,2023-08-23,1600172,Approved by IDA,Unsanctioned,Lok Sabha,0,
4facfb45,MP 0081,NA - construction of drainage system,Normal/Others,Karnataka,Karnataka Constituency 81,IDA 0148,,,Block 8,Village 38,2024-02-08,873259,Action Pending,Unsanctioned,Lok Sabha,1,duplicate
f088a22d,MP 0067,NA - repair of internal roads,Normal/Others,Telangana,Telangana Constituency 67,IDA 0191,,,,Village 99,2023-05-20,1159424,Action Pending,Sanctioned,Rajya Sabha,0,
20d41b9e,MP 0043,NA - installation of CCTV surveillance system,Normal/Others,Maharashtra,Maharashtra Constituency 43,IDA 0022,,,,,2023-06-16,282509,Action Pending,Sanctioned,Rajya Sabha,0,
735fefd1,MP 0012,NA - installation of RO water purification unit,Normal/Others,Uttar Pradesh,Uttar Pradesh Constituency 12,IDA 0286,,Ward 26,,,2023-10-29,313260,Action Pending,Completed,Lok Sabha,0,
a126372a,MP 0116,NA - installation of solar street lights,Normal/Others,Madhya Pradesh,Madhya Pradesh Constituency 116,IDA 0250,,,Block 3,,2024-03-23,269144,Approved by IDA,Unsanctioned,Lok Sabha,0,
8f1fd12d,MP 0185,NA - construction of community hall,Normal/Others,Assam,Assam Constituency 185,IDA 0168,,,,Village 98,2024-02-28,2142464,Approved by IDA,Unsanctioned,Lok Sabha,0,
b6995fc0,MP 0272,NA - construction of boundary wall for school,Normal/Others,Rajasthan,Rajasthan Constituency 272,IDA 0121,,Ward 2,Block 13,Village 81,2024-01-25,620750,Approved by IDA,Unsanctioned,Lok Sabha,0,
2c5ddf7b,MP 0263,NA - construction of boundary wall for school,Normal/Others,Uttar Pradesh,Uttar Pradesh Constituency 263,IDA 0375,,,,,2024-01-15,554866,Approved by IDA,Unsanctioned,Lok Sabha,0,
27243382,MP 0036,NA - construction of boundary wall for school,Normal/Others,Bihar,Bihar Constituency 36,IDA 0181,,,Block 10,Village 70,2023-12-07,533132,Approved by IDA,Unsanctioned,Rajya Sabha,0,
10f46c11,MP 0119,NA - repair and renovation of anganwadi center,Normal/Others,Uttarakhand,Uttarakhand Constituency 119,IDA 0157,,,,,2023-05-24,657421,Approved by IDA,Unsanctioned,Rajya Sabha,0,
5858ed43,MP 0289,NA - installation of RO water purification unit,Normal/Others,Bihar,Bihar Constituency 289,IDA 0355,,Ward 14,,,2023-05-24,207996,Approved by IDA,Unsanctioned,Lok Sabha,0,
4b130070,MP 0091,NA - construction of cremation ground shed,Normal/Others,Delhi,Delhi Constituency 91,IDA 0342,,,,,2023-11-11,513674,Rejected by IDA,Sanctioned,Lok Sabha,0,
dc53c00c,MP 0299,NA - installation of CCTV surveillance system,Normal/Others,Delhi,Delhi Constituency 299,IDA 0234,,,Block 1,,2023-09-27,282798,Approved by IDA,Ongoing,Lok Sabha,0,
b932bc78,MP 0155,NA - repair and renovation of anganwadi center,Normal/Others,Odisha,Odisha Constituency 155,IDA 0395,,,Block 3,Village 37,2024-03-10,363549,Approved by IDA,Unsanctioned,Lok Sabha,0,
26bd56f5,MP 0195,NA - repair and renovation of anganwadi center,Normal/Others,Haryana,Haryana Constituency 195,IDA 0237,,,Block 3,,2023-11-29,680771,Action Pending,Sanctioned,Lok Sabha,0,
3d14baf0,MP 0042,NA - construction of cremation ground shed,Normal/Others,Gujarat,Gujarat Constituency 42,IDA 0108,,,,,2023-05-02,466897,Approved by IDA,Completed,Lok Sabha,0,
bdb7514c,MP 0140,NA - development of public park,Normal/Others,Chhattisgarh,Chhattisgarh Constituency 140,IDA 0175,,,Block 1,,2023-08-01,837140,Approved by IDA,Unsanctioned,Lok Sabha,0,
db751ac5,MP 0057,NA - repair and renovation of anganwadi center,Normal/Others,Karnataka,Karnataka Constituency 57,IDA 0076,,,Block 7,,2024-03-30,550646,Approved by IDA,Completed,Lok Sabha,0,
072d60bc,MP 0194,NA - renovation of government school building,Normal/Others,Delhi,Delhi Constituency 194,IDA 0251,,,,,2023-10-17,752857,Action Pending,Ongoing,Lok Sabha,0,
5ca23cd8,MP 0061,NA - repair of internal roads,Normal/Others,West Bengal,West Bengal Constituency 61,IDA 0136,,,Block 8,,2024-01-29,2315261,Action Pending,Unsanctioned,Lok Sabha,0,
6565408c,MP 0076,NA - repair of internal roads,Normal/Others,Tamil Nadu,Tamil Nadu Constituency 76,IDA 0064,,Ward 13,,Village 87,2024-02-14,2394305,Rejected by IDA,Ongoing,Rajya Sabha,0,
823d1858,MP 0287,NA - repair and renovation of anganwadi center,Normal/Others,Maharashtra,Maharashtra Constituency 287,IDA 0174,,,,,2023-05-23,433829,Approved by IDA,Sanctioned,Rajya Sabha,1,ghost_project
fe43ca25,MP 0042,NA - repair and renovation of anganwadi center,Normal/Others,Gujarat,Gujarat Constituency 42,IDA 0172,,,,,2023-10-24,602494,Approved by IDA,Sanctioned,Lok Sabha,0,
d852667d,MP 0214,NA - installation of hand pumps and borewells,Normal/Others,Delhi,Delhi Constituency 214,IDA 0382,,,Block 2,Village 53,2023-07-12,96154,Action Pending,Sanctioned,Lok Sabha,0,
a1f80582,MP 0077,NA - installation of hand pumps and borewells,Normal/Others,Assam,Assam Constituency 77,IDA 0188,,Ward 9,Block 5,,2024-03-21,144205,Action Pending,Unsanctioned,Lok Sabha,0,
5e35e035,MP 0216,NA - construction of drainage system,Normal/Others,Punjab,Punjab Constituency 216,IDA 0304,,,Block 13,Village 57,2023-10-04,1643971,Action Pending,Unsanctioned,Lok Sabha,1,vendor_capture
fa90ad4b,MP 0239,NA - installation of hand pumps and borewells,Normal/Others,Madhya Pradesh,Madhya Pradesh Constituency 239,IDA 0136,,,Block 6,,2024-02-24,123954,Action Pending,Sanctioned,Lok Sabha,0,
7ed3d216,MP 0290,NA - construction of community hall,Normal/Others,Tamil Nadu,Tamil Nadu Constituency 290,IDA 0005,,Ward 27,Block 8,,2024-02-08,3200152,Action Pending,Unsanctioned,Lok Sabha,0,
7802b2f4,MP 0167,NA - installation of RO water purification unit,Normal/Others,Punjab,Punjab Constituency 167,IDA 0263,,Ward 22,Block 1,,2024-03-07,198023,Action Pending,Unsanctioned,Lok Sabha,0,
2967987a,MP 0204,NA - construction of public toilet complex,Normal/Others,Maharashtra,Maharashtra Constituency 204,IDA 0335,,,Block 9,,2023-05-28,438621,Action Pending,Completed,Lok Sabha,0,
08090272,MP 0197,NA - repair of drinking water supply pipeline,Normal/Others,Delhi,Delhi Constituency 197,IDA 0240,,,Block 5,Village 12,2023-10-26,497431,Action Pending,Unsanctioned,Lok Sabha,0,
138437f5,MP 0258,NA - development of public park,Normal/Others,Rajasthan,Rajasthan Constituency 258,IDA 0224,,,Block 4,Village 1,2023-12-22,511029,Action Pending,Unsanctioned,Lok Sabha,0,
118bd54f,MP 0295,NA - repair of drinking water supply pipeline,Normal/Others,Kerala,Kerala Constituency 295,IDA 0311,,,,,2023-10-30,1077962,Action Pending,Unsanctioned,Lok Sabha,0,
b993f877,MP 0195,NA - development of public park,Normal/Others,Haryana,Haryana Constituency 195,IDA 0180,,,,,2023-06-10,1948172,Approved by IDA,Unsanctioned,Lok Sabha,0,
726633c0,MP 0211,NA - construction of public toilet complex,Normal/Others,Rajasthan,Rajasthan Constituency 211,IDA 0154,,,Block 4,Village 34,2023-09-16,339938,Rejected by IDA,Sanctioned,Lok Sabha,0,
3c6dd944,MP 0270,NA - installation of hand pumps and borewells,Normal/Others,Punjab,Punjab Constituency 270,IDA 0283,,,Block 13,,2024-01-03,515554,Approved by IDA,Unsanctioned,Lok Sabha,1,overpricing
65a36710,MP 0230,NA - construction of drainage system,Normal/Others,Maharashtra,Maharashtra Constituency 230,IDA 0021,,,Block 5,,2023-12-14,706201,Approved by IDA,Unsanctioned,Lok Sabha,0,
dd2fc2a7,MP 0088,NA - repair and renovation of anganwadi center,Normal/Others,Gujarat,Gujarat Constituency 88,IDA 0068,,,Block 1,Village 18,2023-06-17,382821,Approved by IDA,Unsanctioned,Lok Sabha,0,
8ed20e80,MP 0207,NA - construction of boundary wall for school,Normal/Others,Chhattisgarh,Chhattisgarh Constituency 207,IDA 0257,,,,,2023-08-30,699109,Approved by IDA,Completed,Lok Sabha,0,
675030a3,MP 0239,NA - construction of community hall,Normal/Others,Madhya Pradesh,Madhya Pradesh Constituency 239,IDA 0275,,,Block 13,Village 49,2023-12-08,2492223,Rejected by IDA,Unsanctioned,Lok Sabha,0,
f4c8dd18,MP 0286,NA - construction of community hall,Normal/Others,Tamil Nadu,Tamil Nadu Constituency 286,IDA 0387,,Ward 25,,,2023-05-21,486177,Action Pending,Ongoing,Lok Sabha,1,structuring
53aba6d2,MP 0275,NA - construction of community hall,Normal/Others,Maharashtra,Maharashtra Constituency 275,IDA 0345,,,,Village 92,2023-04-25,2734535,Action Pending,Completed,Lok Sabha,0,
f8ffbe9d,MP 0090,NA - construction of boundary wall for school,Normal/Others,Rajasthan,Rajasthan Constituency 90,IDA 0336,,Ward 6,,Village 79,2023-07-04,2767476,Action Pending,Unsanctioned,Lok Sabha,1,overpricing
d5928c3a,MP 0134,NA - installation of CCTV surveillance system,Normal/Others,Andhra Pradesh,Andhra Pradesh Constituency 134,IDA 0264,,,Block 6,,2023-08-15,423162,Action Pending,Completed,Lok Sabha,0,
cd7b3b69,MP 0156,NA - development of public park,Normal/Others,Punjab,Punjab Constituency 156,IDA 0343,,Ward 5,Block 3,Village 76,2024-03-31,1889878,Approved by IDA,Unsanctioned,Lok Sabha,0,
afcdee9c,MP 0245,NA - construction of boundary wall for school,Normal/Others,Bihar,Bihar Constituency 245,IDA 0251,,Ward 24,Block 6,Village 20,2024-02-01,672737,Action Pending,Ongoing,Lok Sabha,0,
6f3cc7ed,MP 0195,NA - development of public park,Normal/Others,Haryana,Haryana Constituency 195,IDA 0070,,,Block 6,Village 29,2023-06-15,1927405,Approved by IDA,Unsanctioned,Lok Sabha,0,
8a0a8d57,MP 0089,NA - renovation of government school building,Normal/Others,Bihar,Bihar Constituency 89,IDA 0322,,,,Village 46,2024-02-02,2015768,Action Pending,Unsanctioned,Lok Sabha,0,
8e01fc81,MP 0284,NA - installation of CCTV surveillance system,Normal/Others,Chhattisgarh,Chhattisgarh Constituency 284,IDA 0365,,Ward 5,Block 13,,2023-06-21,554273,Approved by IDA,Unsanctioned,Lok Sabha,0,
bb933d2d,MP 0153,NA - development of public park,Normal/Others,Uttar Pradesh,Uttar Pradesh Constituency 153,IDA 0272,,,,Village 54,2023-06-26,1476086,Action Pending,Sanctioned,Lok Sabha,0,
